season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,datetime,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,weekday_sin,weekday_cos,month_sin,month_cos,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24,split
1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,2.0,2011-01-09 04:00:00,4,6,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,4.0,2.0,34.0,39.5,32.656313059019624,train
1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,2.0,2011-01-09 05:00:00,5,6,1,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,2.0,5.0,28.0,39.5,32.656313059019624,train
1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,2.0,2011-01-09 06:00:00,6,6,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,2.0,2.0,39.0,39.375,32.799539365800484,train
1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,6.0,2011-01-09 07:00:00,7,6,1,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,2.0,9.0,17.0,39.375,32.799539365800484,train
1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,10.0,2011-01-09 08:00:00,8,6,1,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,6.0,15.0,17.0,39.25,32.92580592259169,train
1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,19.0,2011-01-09 09:00:00,9,6,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,10.0,20.0,9.0,39.041666666666664,33.101266449785726,train
1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,49.0,2011-01-09 10:00:00,10,6,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,19.0,61.0,6.0,39.0,33.126896992441445,train
1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,49.0,2011-01-09 11:00:00,11,6,1,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,49.0,62.0,3.0,38.5,32.869967791415554,train
1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,83.0,2011-01-09 12:00:00,12,6,1,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,49.0,98.0,2.0,37.958333333333336,32.571632318384935,train
1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,75.0,2011-01-09 13:00:00,13,6,1,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,83.0,102.0,2.0,37.333333333333336,31.49557134729823,train
1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,72.0,2011-01-09 14:00:00,14,6,1,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,75.0,95.0,8.0,36.208333333333336,29.504574688278964,train
1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,82.0,2011-01-09 15:00:00,15,6,1,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,72.0,74.0,20.0,35.25,27.838431365103258,train
1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,92.0,2011-01-09 16:00:00,16,6,1,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,82.0,76.0,53.0,35.583333333333336,28.365497515033333,train
1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,62.0,2011-01-09 17:00:00,17,6,1,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,92.0,69.0,70.0,36.25,29.52117883825102,train
1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,48.0,2011-01-09 18:00:00,18,6,1,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,62.0,55.0,93.0,35.958333333333336,29.216551542883543,train
1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,41.0,2011-01-09 19:00:00,19,6,1,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,48.0,30.0,75.0,35.666666666666664,29.052675797841626,train
1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,38.0,2011-01-09 20:00:00,20,6,1,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,41.0,28.0,59.0,36.125,29.046158916904776,train
1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,20.0,2011-01-09 21:00:00,21,6,1,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,38.0,37.0,74.0,36.541666666666664,28.99622039337971,train
1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,15.0,2011-01-09 22:00:00,22,6,1,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,20.0,34.0,76.0,35.833333333333336,29.191521500878157,train
1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,6.0,2011-01-09 23:00:00,23,6,1,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,15.0,22.0,65.0,35.041666666666664,29.49941659948794,train
1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,5.0,2011-01-10 00:00:00,0,0,1,0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,6.0,25.0,53.0,34.375,29.98378184807652,train
1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,2.0,2011-01-10 01:00:00,1,0,1,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,5.0,12.0,30.0,33.541666666666664,30.5286453745625,train
1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,3.0,2011-01-10 02:00:00,2,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,2.0,11.0,22.0,33.125,30.90140351392529,train
1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,2.0,2011-01-10 03:00:00,3,0,1,0,0.7071067811865476,0.7071067811865476,0.0,1.0,0.49999999999999994,0.8660254037844387,3.0,4.0,31.0,32.791666666666664,31.19222194946886,train
1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,3.0,2011-01-10 04:00:00,4,0,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,2.0,2.0,9.0,32.708333333333336,31.275047932631615,train
1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,3.0,2011-01-10 05:00:00,5,0,1,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.49999999999999994,0.8660254037844387,3.0,2.0,8.0,32.75,31.232995373482822,train
1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,31.0,2011-01-10 06:00:00,6,0,1,0,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,3.0,2.0,5.0,32.791666666666664,31.190828036831398,train
1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,77.0,2011-01-10 07:00:00,7,0,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,31.0,6.0,2.0,34.0,30.500178189073203,train
1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,188.0,2011-01-10 08:00:00,8,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.49999999999999994,0.8660254037844387,77.0,10.0,2.0,36.958333333333336,31.103584536424297,train
1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,94.0,2011-01-10 09:00:00,9,0,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.49999999999999994,0.8660254037844387,188.0,19.0,3.0,44.375,43.2473296486515,train
1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,31.0,2011-01-10 10:00:00,10,0,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,94.0,49.0,30.0,47.5,44.0365460873619,train
1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,30.0,2011-01-10 11:00:00,11,0,1,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,31.0,49.0,64.0,46.75,44.16298863547837,train
1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,52.0,2011-01-10 12:00:00,12,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,30.0,83.0,154.0,45.958333333333336,44.291013090464645,train
1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,54.0,2011-01-10 13:00:00,13,0,1,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,52.0,75.0,88.0,44.666666666666664,43.610595707591685,train
1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,47.0,2011-01-10 14:00:00,14,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,54.0,72.0,44.0,43.791666666666664,43.184114598115684,train
1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,45.0,2011-01-10 15:00:00,15,0,1,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.49999999999999994,0.8660254037844387,47.0,82.0,51.0,42.75,42.77367130048272,train
1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,74.0,2011-01-10 16:00:00,16,0,1,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,45.0,92.0,61.0,41.208333333333336,41.95647762256447,train
1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,178.0,2011-01-10 17:00:00,17,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,74.0,62.0,61.0,40.458333333333336,41.16243450638887,train
1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,155.0,2011-01-10 18:00:00,18,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,0.8660254037844387,178.0,48.0,77.0,45.291666666666664,49.72225393354452,train
1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,95.0,2011-01-10 19:00:00,19,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.49999999999999994,0.8660254037844387,155.0,41.0,72.0,49.75,54.53937548469793,train
1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,74.0,2011-01-10 20:00:00,20,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,95.0,38.0,76.0,52.0,55.27166110891847,train
1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,38.0,2011-01-10 21:00:00,21,0,1,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.49999999999999994,0.8660254037844387,74.0,20.0,157.0,53.5,55.363620137980575,train
1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,24.0,2011-01-10 22:00:00,22,0,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,0.8660254037844387,38.0,15.0,157.0,54.25,55.0108684913619,train
1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,18.0,2011-01-10 23:00:00,23,0,1,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.49999999999999994,0.8660254037844387,24.0,6.0,110.0,54.625,54.76178650180767,train
1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,12.0,2011-01-11 00:00:00,0,1,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,18.0,5.0,52.0,55.125,54.35176290089203,train
1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,3.0,2011-01-11 01:00:00,1,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,12.0,2.0,52.0,55.416666666666664,54.0892311605206,train
1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,3.0,2011-01-11 02:00:00,2,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,3.0,3.0,20.0,55.458333333333336,54.046661938242465,train
1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,6.0,2011-01-11 05:00:00,5,1,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,3.0,2.0,12.0,55.458333333333336,54.046661938242465,train
1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,27.0,2011-01-11 06:00:00,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,6.0,3.0,5.0,55.625,53.88055428848875,train
1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,99.0,2011-01-11 07:00:00,7,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,27.0,3.0,2.0,56.625,53.078131499500444,train
1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,217.0,2011-01-11 08:00:00,8,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,99.0,31.0,2.0,60.625,52.47509761367975,train
1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,130.0,2011-01-11 09:00:00,9,1,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,217.0,77.0,2.0,68.375,60.95886888429095,train
1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,54.0,2011-01-11 10:00:00,10,1,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,130.0,188.0,4.0,70.58333333333333,62.2316267047459,train
1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,35.0,2011-01-11 11:00:00,11,1,1,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,54.0,94.0,36.0,65.0,57.03317112607061,train
1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,57.0,2011-01-11 12:00:00,12,1,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,35.0,31.0,94.0,62.541666666666664,57.00036549590422,train
1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,52.0,2011-01-11 13:00:00,13,1,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,57.0,30.0,179.0,63.625,56.62063880892229,train
1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,63.0,2011-01-11 14:00:00,14,1,1,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,52.0,52.0,100.0,64.54166666666667,56.22932792449668,train
1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,47.0,2011-01-11 15:00:00,15,1,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,63.0,54.0,42.0,65.0,56.16745150614949,train
1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,76.0,2011-01-11 16:00:00,16,1,1,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,47.0,47.0,57.0,64.70833333333333,56.24517692688177,train
1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,136.0,2011-01-11 17:00:00,17,1,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,76.0,45.0,78.0,65.91666666666667,56.15964562834643,train
1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,95.0,2011-01-11 18:00:00,18,1,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,136.0,74.0,97.0,69.70833333333333,57.73588980014506,train
1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,51.0,2011-01-11 19:00:00,19,1,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,95.0,178.0,63.0,70.58333333333333,57.96244411285841,train
1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,32.0,2011-01-11 20:00:00,20,1,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,51.0,155.0,65.0,65.29166666666667,53.34259996489199,train
1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,20.0,2011-01-11 21:00:00,21,1,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,32.0,95.0,83.0,60.166666666666664,50.16292296686579,train
1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,29.0,2011-01-11 22:00:00,22,1,1,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,20.0,74.0,212.0,57.041666666666664,50.23464867535388,train
1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,19.0,2011-01-11 23:00:00,23,1,1,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,29.0,38.0,182.0,55.166666666666664,50.4136512453131,train
1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,7.0,2011-01-12 00:00:00,0,2,1,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,19.0,24.0,112.0,54.375,50.84230735707522,train
1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,6.0,2011-01-12 01:00:00,1,2,1,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,7.0,18.0,54.0,53.666666666666664,51.39926125900075,train
1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,2.0,2011-01-12 02:00:00,2,2,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,6.0,12.0,48.0,53.166666666666664,51.81796454199415,train
1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,5.0,2011-01-12 05:00:00,5,2,1,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,2.0,3.0,35.0,52.75,52.2021572101317,train
1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,16.0,2011-01-12 06:00:00,6,2,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,5.0,3.0,11.0,52.833333333333336,52.12081839481157,train
1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,54.0,2011-01-12 07:00:00,7,2,1,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,16.0,6.0,6.0,53.375,51.64579405409759,train
1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,128.0,2011-01-12 08:00:00,8,2,1,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,54.0,27.0,6.0,55.375,50.65124789226302,train
1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,81.0,2011-01-12 09:00:00,9,2,1,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,128.0,99.0,2.0,59.583333333333336,52.35822817830084,train
1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,39.0,2011-01-12 10:00:00,10,2,1,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,81.0,217.0,2.0,58.833333333333336,51.89593823987676,train
1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,35.0,2011-01-12 11:00:00,11,2,1,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,39.0,130.0,3.0,51.416666666666664,39.56273682301994,train
1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,55.0,2011-01-12 12:00:00,12,2,1,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,35.0,54.0,33.0,47.458333333333336,35.945585889334694,train
